docs_path,bytes,canonical_asset_paths,blob_sha
docs/gm-facing/assets/icons/adversaries/awakened-kid.webp,193894,assets/icons/adversaries/awakened-kid.webp,ee71f1a0d2d7da4c96dd834c426a28509d4e867f
docs/gm-facing/assets/icons/adversaries/body-mod-enthusiast.webp,327960,assets/icons/adversaries/body-mod-enthusiast.webp,154ae0dc2220375379af8d2bb89d3ff6e3e6c260
docs/gm-facing/assets/icons/adversaries/burned-out-decker.webp,393782,assets/icons/adversaries/burned-out-decker.webp,4da6b6e9c175be83a5256084d23a2e4bfad417da
docs/gm-facing/assets/icons/adversaries/ceiling-drop-restraint-mesh.webp,557266,assets/icons/adversaries/ceiling-drop-restraint-mesh.webp,7a574680d91b7fb096f7b599bfbc91e7fbf918d2
docs/gm-facing/assets/icons/adversaries/chemical-mist-neutralizer.webp,357922,assets/icons/adversaries/chemical-mist-neutralizer.webp,8ea693af220921ad3bedce0be6a9a87a84b6e7a9
docs/gm-facing/assets/icons/adversaries/choir-of-glass-knifer.webp,261430,assets/icons/adversaries/choir-of-glass-knifer.webp,130add2df54efe900827d9a011d803a3edc7c249
docs/gm-facing/assets/icons/adversaries/conspiracy-vlogger.webp,263916,assets/icons/adversaries/conspiracy-vlogger.webp,fbc9b34ed708f6d52d46454c7bebb54c095a5fb2
docs/gm-facing/assets/icons/adversaries/corp-intern-with-tablet.webp,266664,assets/icons/adversaries/corp-intern-with-tablet.webp,19a0007d946a126eb26b78ef151124d6ef41d2fe
docs/gm-facing/assets/icons/adversaries/corp-spec-guard-android.webp,346584,assets/icons/adversaries/corp-spec-guard-android.webp,41af9a3fe8da697d1e40e5dcbc55be5fe140dc34
docs/gm-facing/assets/icons/adversaries/corporate-courier.webp,245620,assets/icons/adversaries/corporate-courier.webp,699497562532fcec0a1fd687c4ee20d959ae0138
docs/gm-facing/assets/icons/adversaries/desk-console.webp,327494,assets/icons/adversaries/desk-console.webp,998450b1b6c37abe72268376721aee977ce19f0c
docs/gm-facing/assets/icons/adversaries/diner-regular-with-backpack.webp,297330,assets/icons/adversaries/diner-regular-with-backpack.webp,ba1745068d9a7425dff8ca3f3af7f7d52435a7fb
docs/gm-facing/assets/icons/adversaries/dockworker-with-grease-stains.webp,407862,assets/icons/adversaries/dockworker-with-grease-stains.webp,e980a6a4ffb7d96f5cf609522db52593b6e432be
docs/gm-facing/assets/icons/adversaries/down-on-his-luck-corporate-drone.webp,426274,assets/icons/adversaries/down-on-his-luck-corporate-drone.webp,4ee1d256d2a43e96001e9c9109058f57cb862896
docs/gm-facing/assets/icons/adversaries/drunk-salaryman.webp,325334,assets/icons/adversaries/drunk-salaryman.webp,aa646a7850531e1837808b938cc16156acf7c645
docs/gm-facing/assets/icons/adversaries/echo-runner.webp,294232,assets/icons/adversaries/echo-runner.webp,b98cf64f2f68fb034b3d402321d946d0839efa14
docs/gm-facing/assets/icons/adversaries/elderly-shopkeeper.webp,287430,assets/icons/adversaries/elderly-shopkeeper.webp,5178efa732de50e7f6e3d099f1c5c95c71ec628c
docs/gm-facing/assets/icons/adversaries/electro-pulse-mine.webp,329196,assets/icons/adversaries/electro-pulse-mine.webp,53caac5767f76118a819b7e45c5bd44029cd76c4
docs/gm-facing/assets/icons/adversaries/electronic-lock.webp,194674,assets/icons/adversaries/electronic-lock.webp,6ae19df6143a0621eb0f37097276f34057839e52
docs/gm-facing/assets/icons/adversaries/emergency-beacon.webp,141550,assets/icons/adversaries/emergency-beacon.webp,032ba07ac5930818d9b7839b9c054f4af090430f
docs/gm-facing/assets/icons/adversaries/entrapment-foam-ejector.webp,229556,assets/icons/adversaries/entrapment-foam-ejector.webp,ebfbac55d755aa963d73112fa15ecbb2ede0303a
docs/gm-facing/assets/icons/adversaries/environmental-sensor.webp,190820,assets/icons/adversaries/environmental-sensor.webp,8ed31ec4f580ca2a278ab425970a594843268625
docs/gm-facing/assets/icons/adversaries/ex-gang-member-trying-to-stay-clean.webp,372550,assets/icons/adversaries/ex-gang-member-trying-to-stay-clean.webp,6c3cad8af8a3d12b1bd57e3b1bf3cfaf60d9fa82
docs/gm-facing/assets/icons/adversaries/ex-military-veteran.webp,412012,assets/icons/adversaries/ex-military-veteran.webp,e4376443459459663ccb8a960acdad0d3d3287b4
docs/gm-facing/assets/icons/adversaries/explosive-decoy-crate.webp,366254,assets/icons/adversaries/explosive-decoy-crate.webp,40b83746ff4b3e904b911923a299f26e2571b067
docs/gm-facing/assets/icons/adversaries/fixers-messenger.webp,277158,assets/icons/adversaries/fixers-messenger.webp,93b42381eee9631fdf5bcff81ebc965510374c8b
docs/gm-facing/assets/icons/adversaries/glassmask-lookout.webp,265056,assets/icons/adversaries/glassmask-lookout.webp,08d10c7d598c2f70ab47977b1ccdf8cc4ffd4e4d
docs/gm-facing/assets/icons/adversaries/guardrail-jackpot-trap.webp,305870,assets/icons/adversaries/guardrail-jackpot-trap.webp,b495bd55361e5aefdd55f2249450033be4532c87
docs/gm-facing/assets/icons/adversaries/heat-seeking-micro-rocket-turret.webp,207744,assets/icons/adversaries/heat-seeking-micro-rocket-turret.webp,262606f91fe5325df940c89a4983a89c9948fdb8
docs/gm-facing/assets/icons/adversaries/high-voltage-security-door.webp,319026,assets/icons/adversaries/high-voltage-security-door.webp,9e450ff34f707a503192d0eafe6a15b147b50bcd
docs/gm-facing/assets/icons/adversaries/holo-terminal.webp,261918,assets/icons/adversaries/holo-terminal.webp,253b7bc6f5a981392b08db43d3de20101923c992
docs/gm-facing/assets/icons/adversaries/hostile-intruder-spray-unit.webp,550450,assets/icons/adversaries/hostile-intruder-spray-unit.webp,94e76e6368b7dcf3aa89f9eec46fd8dade27d8a6
docs/gm-facing/assets/icons/adversaries/illegal-cybertech-dealer.webp,249822,assets/icons/adversaries/illegal-cybertech-dealer.webp,a4a4ed745170d2f8a270e849d7c7f3a31a4a244c
docs/gm-facing/assets/icons/adversaries/internal-turret-track-system.webp,286466,assets/icons/adversaries/internal-turret-track-system.webp,885578d319d61f6c6961b60a3d56d3391fa5022c
docs/gm-facing/assets/icons/adversaries/joyrider-biker.webp,346172,assets/icons/adversaries/joyrider-biker.webp,e2413f186a8bd096c9378f0ede36716a2a0ad01b
docs/gm-facing/assets/icons/adversaries/laser-tripwire-grid.webp,233954,assets/icons/adversaries/laser-tripwire-grid.webp,170451f3505593eedcda6ba4015c4cf5c241e4fd
docs/gm-facing/assets/icons/adversaries/late-shift-worker-eating-breakfast.webp,244304,assets/icons/adversaries/late-shift-worker-eating-breakfast.webp,59768f310c29949c4843046187d7798d82ff6c6b
docs/gm-facing/assets/icons/adversaries/local-courier.webp,309150,assets/icons/adversaries/local-courier.webp,b937c1563850bdce3e6efd8935f6e5bdc2907ab6
docs/gm-facing/assets/icons/adversaries/matrix-relay.webp,300002,assets/icons/adversaries/matrix-relay.webp,fbd9d9eaa54bfe55e940b0fe707926df4f3400af
docs/gm-facing/assets/icons/adversaries/medical-scanner.webp,147626,assets/icons/adversaries/medical-scanner.webp,ecb3bba04c3df12696651fded95475f11bd55435
docs/gm-facing/assets/icons/adversaries/micro-camera.webp,215778,"assets/icons/adversaries/micro-camera.webp;assets/tokens/devices/micro-camera.webp",cd1177af1139e412f21f74083268ee7b6d204eba
docs/gm-facing/assets/icons/adversaries/micro-missile-sentry-pod.webp,332642,assets/icons/adversaries/micro-missile-sentry-pod.webp,3edd3574dfe2cf9edf8dab4ea0ee3e815ae0841b
docs/gm-facing/assets/icons/adversaries/microdrone-swarm-dispenser.webp,298956,assets/icons/adversaries/microdrone-swarm-dispenser.webp,eaca901240248a963ece5305bc091d2e608757eb
docs/gm-facing/assets/icons/adversaries/monofilament-perimeter-wire.webp,304416,assets/icons/adversaries/monofilament-perimeter-wire.webp,e25b4fa5bbb7e661fa9a5a5f18ce6d00dea39ec6
docs/gm-facing/assets/icons/adversaries/neon-sign-controller.webp,162510,assets/icons/adversaries/neon-sign-controller.webp,ab6b9dc7ed386e96a9d6f8a9c64e9456795fbbf1
docs/gm-facing/assets/icons/adversaries/off-duty-prostitute-sipping-coffee.webp,344906,assets/icons/adversaries/off-duty-prostitute-sipping-coffee.webp,6944d657e01fc9cc950b9f1bc2a6e7db72f366dc
docs/gm-facing/assets/icons/adversaries/off-duty-security-guard.webp,297032,assets/icons/adversaries/off-duty-security-guard.webp,87fc8c76adc527cfbde6c8efd2362658bd4f96bf
docs/gm-facing/assets/icons/adversaries/pattern-touched-beggar.webp,254834,assets/icons/adversaries/pattern-touched-beggar.webp,e743ca3e9919433ea442fded0724107823fb660e
docs/gm-facing/assets/icons/adversaries/payment-terminal.webp,138840,assets/icons/adversaries/payment-terminal.webp,85738d2e5f9b36cf46dc7eb59ac1687d660e902c
docs/gm-facing/assets/icons/adversaries/personal-drone.webp,407072,assets/icons/adversaries/personal-drone.webp,62f23952b125fd425c775d1cc161691c9acfe276
docs/gm-facing/assets/icons/adversaries/quiet-ganger.webp,347504,assets/icons/adversaries/quiet-ganger.webp,5d9771fd0f4b504eda396422f04ed99726e6a008
docs/gm-facing/assets/icons/adversaries/rail-slug-wall-cannon.webp,368822,assets/icons/adversaries/rail-slug-wall-cannon.webp,803cb878b2249c390b8675cbaa148428ba51e4d1
docs/gm-facing/assets/icons/adversaries/rave-enforcer.webp,318482,assets/icons/adversaries/rave-enforcer.webp,da7b0ccd65b86d45e2c87086fb51e936f0193b0f
docs/gm-facing/assets/icons/adversaries/remote-triggered-nanoshard-mine.webp,374932,assets/icons/adversaries/remote-triggered-nanoshard-mine.webp,8e6799eef74d60b1ecbfdcb46e9267d22d6cda44
docs/gm-facing/assets/icons/adversaries/runner-doing-fixer-errands.webp,188792,assets/icons/adversaries/runner-doing-fixer-errands.webp,f8ee971afc25a69261053d52950164a2599e1d31
docs/gm-facing/assets/icons/adversaries/security-drone.webp,124936,assets/icons/adversaries/security-drone.webp,6a8e831ec6db0bd31a8eddd11ecca0868f6614d5
docs/gm-facing/assets/icons/adversaries/security-mech-frame.webp,339172,assets/icons/adversaries/security-mech-frame.webp,211c7ba89222dfaf19c8f9cbadd592a4441aed30
docs/gm-facing/assets/icons/adversaries/security-ripper-drone.webp,384510,assets/icons/adversaries/security-ripper-drone.webp,e66f6228cb0514b38baf7001f608b3ed4cb16f67
docs/gm-facing/assets/icons/adversaries/service-bot.webp,165824,assets/icons/adversaries/service-bot.webp,34cddda27b1ecb82e36fc454c3775c6a0b3ec9fb
docs/gm-facing/assets/icons/adversaries/shock-floor-conduction-plates.webp,352364,assets/icons/adversaries/shock-floor-conduction-plates.webp,bd210d3620a0114b1c89cf077dca0e8cec074051
docs/gm-facing/assets/icons/adversaries/silent-alarm.webp,99150,assets/icons/adversaries/silent-alarm.webp,f7a30a5de19af00a814e9cccb0a932e949124b4d
docs/gm-facing/assets/icons/adversaries/sleep-deprived-student.webp,286760,assets/icons/adversaries/sleep-deprived-student.webp,531e5b557ff1c24dbf66f5b56df2b1aeeea42258
docs/gm-facing/assets/icons/adversaries/smart-appliance.webp,173068,assets/icons/adversaries/smart-appliance.webp,a603f7f9612fb2a6a2f268cd2a78275df3c93bad
docs/gm-facing/assets/icons/adversaries/smart-claymore-charge.webp,316964,assets/icons/adversaries/smart-claymore-charge.webp,00598cd06dc34a1d56704cb621807cdfb816e755
docs/gm-facing/assets/icons/adversaries/smartphone.webp,356078,assets/icons/adversaries/smartphone.webp,0bfadf4838e76d50873123ebfe85a0aa06941c0e
docs/gm-facing/assets/icons/adversaries/sonic-disruption-cannon.webp,318872,assets/icons/adversaries/sonic-disruption-cannon.webp,30720fb9e31bd7e73abac136c759459160499a07
docs/gm-facing/assets/icons/adversaries/street-kid-with-scavenged-cyberware.webp,263548,assets/icons/adversaries/street-kid-with-scavenged-cyberware.webp,a9798fd970f60a97914d6ca2ba9690b984ac82ad
docs/gm-facing/assets/icons/adversaries/street-medic.webp,324732,assets/icons/adversaries/street-medic.webp,9c977d21506a0e4ba626bca2141f1cc177eed370
docs/gm-facing/assets/icons/adversaries/streetlamp-node.webp,444748,assets/icons/adversaries/streetlamp-node.webp,9d2fecaaac7ebcab9acc425a3badce6fc1790581
docs/gm-facing/assets/icons/adversaries/synthetic-food-vendor.webp,370924,assets/icons/adversaries/synthetic-food-vendor.webp,81baee4726f7ed1f9eb5b5ab9624a0b6734cf718
docs/gm-facing/assets/icons/adversaries/taser-web-launcher.webp,323292,assets/icons/adversaries/taser-web-launcher.webp,9d951a40de29371458bd46ae84ea859107090f7c
docs/gm-facing/assets/icons/adversaries/thermal-motion-detector.webp,293336,assets/icons/adversaries/thermal-motion-detector.webp,247d3ed8bdfd809e820c7cd62753ee2ccc17cb12
docs/gm-facing/assets/icons/adversaries/tired-paramedic-on-break.webp,245986,assets/icons/adversaries/tired-paramedic-on-break.webp,262397b2a1eb13df60a31b792c01376d8e00f4b1
docs/gm-facing/assets/icons/adversaries/undercity-preacher.webp,283368,assets/icons/adversaries/undercity-preacher.webp,1d7618a3c9cf1640677c740b9359adc71e4757ca
docs/gm-facing/assets/icons/adversaries/vehicle-interface-node.webp,214846,assets/icons/adversaries/vehicle-interface-node.webp,139305919eb678e24ead4d85613954cd8432b514
docs/gm-facing/assets/icons/adversaries/washed-up-mage.webp,349270,assets/icons/adversaries/washed-up-mage.webp,964ed01c505ff8df9ec566f05b295836a56d6ffc
docs/gm-facing/assets/icons/adversaries/wearable-tech.webp,212286,assets/icons/adversaries/wearable-tech.webp,89a492ee2f8ad6cf23887ced6e093783e01a89d9
docs/gm-facing/assets/images/adversaries/abraxas-cult-leader.png,1951171,assets/images/adversaries/abraxas-cult-leader.png,3e081de3f88802989d6bab7af0eb39de0f4a25db
docs/gm-facing/assets/images/adversaries/abraxas-cultist.png,1801852,assets/images/adversaries/abraxas-cultist.png,f8e48521cb4e8ed876f12eb3d931892b84ef9329
docs/gm-facing/assets/images/adversaries/abraxas-modified-deer.png,2362711,assets/images/adversaries/abraxas-modified-deer.png,6391c479c4b8ba58de3e28951726298ce4ad6201
docs/gm-facing/assets/images/adversaries/aggressive-librarian.png,1213051,assets/images/adversaries/aggressive-librarian.png,bbe94e0aac6800124c3efea6b6a15cd1577865a4
docs/gm-facing/assets/images/adversaries/altered-coyote.png,1325589,assets/images/adversaries/altered-coyote.png,31e30c83fb6ad5e0bb09898865385b785d45037e
docs/gm-facing/assets/images/adversaries/altered-raven.png,1322967,assets/images/adversaries/altered-raven.png,778f3fc648445ce17ad8134673c404aaa4b5bc4c
docs/gm-facing/assets/images/adversaries/altered-threshold-cougar.png,1748062,assets/images/adversaries/altered-threshold-cougar.png,b6e48fbfcf91f7d5d517b2625e168ee4127b0bfa
docs/gm-facing/assets/images/adversaries/Baton-wielding corporate guard.png,3025484,assets/images/adversaries/Baton-wielding corporate guard.png,8a0bd7199bcf2e239f52ee312c885bc20bfa1a19
docs/gm-facing/assets/images/adversaries/bella-in-transport-tank.webp,459216,assets/images/adversaries/bella-in-transport-tank.webp,2d47bb1ce8e3b1819e632e93d9309f3fc359f085
docs/gm-facing/assets/images/adversaries/bella-the-aboleth.webp,395166,assets/images/adversaries/bella-the-aboleth.webp,9e174c41b78e2862a5abe7c2456b723fcb1313ec
docs/gm-facing/assets/images/adversaries/cascade-burrowtail.png,1847852,assets/images/adversaries/cascade-burrowtail.png,b5d44bee6f24ea3c64865fb13a1185b4c89078d6
docs/gm-facing/assets/images/adversaries/cavelor-finn.png,1795226,assets/images/adversaries/cavelor-finn.png,3f1b1067dcb79ee63c12307d0e322f3d79bee849
docs/gm-facing/assets/images/adversaries/clevermask.png,1515505,assets/images/adversaries/clevermask.png,d7e94403fe05dde1c2fc6d786a06047a9621622b
docs/gm-facing/assets/images/adversaries/Corporate Guard.png,2596669,assets/images/adversaries/Corporate Guard.png,c0122cfcab03de1ae5912bc8bff7ce250e29dbc4
docs/gm-facing/assets/images/adversaries/Desmond Vael.png,2970376,assets/images/adversaries/Desmond Vael.png,6bd99e8fc8b7a13bbdc65316fa9d19090451c562
docs/gm-facing/assets/images/adversaries/Head Corporate Guard.png,2962930,assets/images/adversaries/Head Corporate Guard.png,d621af0bdccb2d0ba79ad7a21bec9d66b8459f00
docs/gm-facing/assets/images/adversaries/healers-folly.png,2008027,assets/images/adversaries/healers-folly.png,fb6d7a8badcbf1061d333c37816ee59cf3f76ae0
docs/gm-facing/assets/images/adversaries/liminal-research-drone.png,2189550,assets/images/adversaries/liminal-research-drone.png,b51914c0af8622cc1440cf3695fa850a5523bd58
docs/gm-facing/assets/images/adversaries/Lina holding Mr. Button.better.png,2128298,assets/images/adversaries/Lina holding Mr. Button.better.png,50a48f3954d9c03c7688dab8c4348964d5358dee
docs/gm-facing/assets/images/adversaries/Mira Osie-Asante.png,2840084,assets/images/adversaries/Mira Osie-Asante.png,31a39ca9280bb55d8377c4dacb5ea173a388e6bc
docs/gm-facing/assets/images/adversaries/mireborn-thrall-enforcer.webp,354258,assets/images/adversaries/mireborn-thrall-enforcer.webp,09d4eadba6048bfa90578d4c7607b293ca3bd614
docs/gm-facing/assets/images/adversaries/mireborn-thrall-group.webp,422294,assets/images/adversaries/mireborn-thrall-group.webp,de0aa172e55ddc64111a51c635f27eb16542bff8
docs/gm-facing/assets/images/adversaries/pierjaw-crab.webp,506964,assets/images/adversaries/pierjaw-crab.webp,97640075f0535ea9aacce7412472de8b46d6ec5b
docs/gm-facing/assets/images/adversaries/raz-eel-pack.webp,337528,assets/images/adversaries/raz-eel-pack.webp,f8b743694d476a3cc8b3e5490078d38aaa2d1db1
docs/gm-facing/assets/images/adversaries/Sable Yuen.png,2760809,assets/images/adversaries/Sable Yuen.png,650c4a88f3b96804f6e2a16d36f95afd9df11757
docs/gm-facing/assets/images/adversaries/sewerjaw-gator.png,2582801,assets/images/adversaries/sewerjaw-gator.png,2d31b08cb9195f5102c92a004ab94490b783dd7d
docs/gm-facing/assets/images/environments/corporate office.png,2653480,assets/images/environments/corporate office.png,6f63f5da2c7b6e49e15dbcacb570ca6f95de8ed6
docs/gm-facing/assets/images/environments/cut-off.png,1900575,assets/images/environments/cut-off.png,c1dec88e3e9f449e3e7ba9f7d797d4c88b2cc6ea
docs/gm-facing/assets/images/environments/Highway rush hour.png,2709003,assets/images/environments/Highway rush hour.png,01883824b11cea34602958957b5cfe229ec726c5
docs/gm-facing/assets/images/environments/Midnight streets.png,2769329,assets/images/environments/Midnight streets.png,0de9d2177c6750903de0e09701c76288a4fd21d1
docs/gm-facing/assets/images/environments/neon-diner.png,1621599,assets/images/environments/neon-diner.png,393f5d8ebb572af2c028f28cc238e1ea5aacadd9
docs/gm-facing/assets/images/environments/pedestrians.png,2111789,assets/images/environments/pedestrians.png,689c62caa128d185bcd5947c7a59771c46c6bb21
docs/gm-facing/assets/images/environments/police-pursuit.png,1935672,assets/images/environments/police-pursuit.png,eb661121ab037095aa9f18e7f7a083794321bc08
docs/gm-facing/assets/images/environments/short-cut.png,2039007,assets/images/environments/short-cut.png,4d4072d906b82a69dbb2480787686593c22369d0
docs/gm-facing/assets/images/environments/slick-road.png,2073128,assets/images/environments/slick-road.png,8a10473aa70a4783e8e2ff1b89899fdf1930cfda
docs/gm-facing/assets/images/npcs/cass-kincaid-token.png,92509,assets/images/npcs/cass-kincaid-token.png,7c5b1476dd20901dd8a41fd5b96881ac6b7e4714
docs/gm-facing/assets/images/npcs/cassiel-cass-kincaid.png,2836675,assets/images/npcs/cassiel-cass-kincaid.png,4a594680293563a40bea44c016f0d2e79cffbfa5
docs/gm-facing/assets/images/npcs/Cybermancer tokens/cass-kincaid-token.png,92509,assets/images/npcs/cass-kincaid-token.png,7c5b1476dd20901dd8a41fd5b96881ac6b7e4714
docs/gm-facing/assets/images/npcs/Cybermancer tokens/lyra-kincaid-token.png,93959,assets/images/npcs/lyra-kincaid-token.png,b7744d6c4de405fee9ec6d6d8a2b1d9e9192c8df
docs/gm-facing/assets/images/npcs/dr-ryen-vale.webp,362240,assets/images/npcs/dr-ryen-vale.webp,bff0db7e9785cba9c16af7c78554b5371bcef33c
docs/gm-facing/assets/images/npcs/Elena Voss.png,2322435,assets/images/npcs/Elena Voss.png,4c77b49837e8fa071561f2818ad6266e87a9e543
docs/gm-facing/assets/images/npcs/father-hex.webp,319526,assets/images/npcs/father-hex.webp,0956ab4de322645411b2b12b8d4a839dfb297afc
docs/gm-facing/assets/images/npcs/jax-breaker.webp,383538,assets/images/npcs/jax-breaker.webp,0c5df035132b89e2dfa06aafd03f634e0e5d5137
docs/gm-facing/assets/images/npcs/jax-geometer-rinn.webp,353406,assets/images/npcs/jax-geometer-rinn.webp,6bd74d432f087b3314e81195ce7847d58f7be73d
docs/gm-facing/assets/images/npcs/kade-stonewall-harrow.png,2729836,assets/images/npcs/kade-stonewall-harrow.png,fe67b38ba070b3f4cad079603a6e72fa8168f257
docs/gm-facing/assets/images/npcs/kaden-holt.webp,359194,assets/images/npcs/kaden-holt.webp,0c80c9c9cabcbe749026950bb0c1e507e4ff83ba
docs/gm-facing/assets/images/npcs/lantern-room-emblem-2.webp,289452,assets/images/npcs/lantern-room-emblem-2.webp,466feda653767fae4de89f33b376cca45c7d9c50
docs/gm-facing/assets/images/npcs/lantern-room-emblem.webp,452444,assets/images/npcs/lantern-room-emblem.webp,ea84c7c8b6a4159d6c94bb670384cb258300a278
docs/gm-facing/assets/images/npcs/lira-slipstream-calder.png,2249145,assets/images/npcs/lira-slipstream-calder.png,05d060841fce89f155ca86dcdafb49a1dfbbf171
docs/gm-facing/assets/images/npcs/lyra-kincaid-token.png,93959,assets/images/npcs/lyra-kincaid-token.png,b7744d6c4de405fee9ec6d6d8a2b1d9e9192c8df
docs/gm-facing/assets/images/npcs/lyra-kincaid.png,2304058,assets/images/npcs/lyra-kincaid.png,310d9e6b6062eae27c3f17b23fa5d87969386008
docs/gm-facing/assets/images/npcs/mara-holt.webp,392230,assets/images/npcs/mara-holt.webp,3fd336ddf14bbbb53c71508053054c2036468d7b
docs/gm-facing/assets/images/npcs/mara-ma-kuroda.png,2618703,assets/images/npcs/mara-ma-kuroda.png,ec9eb1333a477c73cf2d5c0e8ad996cda23fb76e
docs/gm-facing/assets/images/npcs/moira-bins.png,2685004,assets/images/npcs/moira-bins.png,82bac836aa70e158d8595c25ac2a608bd6e69d58
docs/gm-facing/assets/images/npcs/moira-bins.webp,448068,assets/images/npcs/moira-bins.webp,56f492c9b63c71d2b979cf7e033063662e517c2e
docs/gm-facing/assets/images/npcs/nox-phantomware-kade.png,3060737,assets/images/npcs/nox-phantomware-kade.png,ca42ab95de07e4dc4dced85dcc81316e9a914574
docs/gm-facing/assets/images/npcs/nyla-ghostglass.webp,288304,assets/images/npcs/nyla-ghostglass.webp,6a23b1270aeaca4787fa83406dc3c86ecf14d88d
docs/gm-facing/assets/images/npcs/selene-varro.webp,301462,assets/images/npcs/selene-varro.webp,ffbd51aa541ca2551a10041b372f6ae2e7416d51
docs/gm-facing/assets/images/npcs/sera-brightline-vance.png,3322567,assets/images/npcs/sera-brightline-vance.png,030dfb78a57f69c8c3488a1cab4dcfd7d7312ea0
docs/gm-facing/assets/images/npcs/torque.webp,419720,assets/images/npcs/torque.webp,79ed85828603a0cb29913afe2e73167da5f068f8
docs/gm-facing/assets/images/world/the-resonance.png,2711264,assets/images/world/the-resonance.png,87c98933b5d59aeaf7854e32b18ce37e1369b64b
docs/player-facing/assets/icons/ammo/armor-piercing-rounds.webp,363860,assets/icons/ammo/armor-piercing-rounds.webp,d89200673833ee9f11ef06d95d047e7d22cd2b76
docs/player-facing/assets/icons/ammo/breeching-shells.webp,192636,assets/icons/ammo/breeching-shells.webp,fe30b9c779d528d9ac55e9eed7cf4a07c420146e
docs/player-facing/assets/icons/ammo/cryo-slugs.webp,245600,assets/icons/ammo/cryo-slugs.webp,ecc4f8e4a8f94d2973d3d55d62cdc6d438cf3a48
docs/player-facing/assets/icons/ammo/data-spike-rounds.webp,100284,assets/icons/ammo/data-spike-rounds.webp,66cfdacef1d2ff0fc43831e3b13d0ab4b435b48c
docs/player-facing/assets/icons/ammo/emp-shells.webp,167216,assets/icons/ammo/emp-shells.webp,930abc67cac24b7ba19c542ecaa8da35c50c907f
docs/player-facing/assets/icons/ammo/nanite-rounds.webp,263780,assets/icons/ammo/nanite-rounds.webp,2bcf11b857f454b430fbc72abb27089af8f0558e
docs/player-facing/assets/icons/ammo/reactive-shrapnel-shells.webp,298218,assets/icons/ammo/reactive-shrapnel-shells.webp,084c60e42a2a9fe403178bcd429f6b5e657d386b
docs/player-facing/assets/icons/ammo/smart-rounds.webp,222900,assets/icons/ammo/smart-rounds.webp,cedb127d553cf913fbcbe5fb90b6bb847b81f266
docs/player-facing/assets/icons/ammo/sonic-rounds.webp,261980,assets/icons/ammo/sonic-rounds.webp,02a8034309ce41b1e417953a708bf8acffbde5a0
docs/player-facing/assets/icons/ammo/thermobaric-rounds.webp,132984,assets/icons/ammo/thermobaric-rounds.webp,4d8f87e5a30b9f4ca206477ba160f12ff77241b5
docs/player-facing/assets/icons/ammo/toxic-rounds.webp,194620,assets/icons/ammo/toxic-rounds.webp,a564f7f0e2f2722102891fdb2e184688774e4a81
docs/player-facing/assets/icons/ammo/tracer-rounds.webp,316160,assets/icons/ammo/tracer-rounds.webp,d22d36690d254589e1a4e5d7b14dfe7c29449343
docs/player-facing/assets/icons/ammo/tracker-rounds.webp,151260,assets/icons/ammo/tracker-rounds.webp,50458900ef0d1221580b2dea51c8421d3dba8774
docs/player-facing/assets/icons/armors/advanced-slash-resistant-jacket.webp,316520,assets/icons/armors/advanced-slash-resistant-jacket.webp,bb5eb826dc741d26f416e2cc607d669f8511bdf2
