name,slug,description,tier,actions
Grid Valorstone Injector,grid-valorstone-injector,"You can attach this stone to armor that doesn’t already have a feature. The armor gains the following feature. **Resilient:** Before you mark your last Armor Slot, roll a d6. On a result of 6, reduce the severity by one threshold without marking an Armor Slot.",Tier 1,{}
Mirror Corrector Sprite Mask,mirror-corrector-sprite-mask,"This tiny sprite sits in the curve of your ear canal and whispers helpful advice during combat. Once per short rest, you can gain advantage on an attack roll. black-market tech favored by runners and fixers",Tier 1,"{'saCkJzt1fb9GnEre': {'type': 'effect', '_id': 'saCkJzt1fb9GnEre', 'systemPath': 'actions', 'description': '', 'chatDisplay': True, 'actionType': 'action', 'cost': [], 'uses': {'value': None, 'max': '1', 'recovery': 'shortRest', 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Listen', 'img': 'icons/magic/light/orbs-smoke-pink.webp', 'range': ''}}"
Mirror Nanoshot,mirror-nanoshot,"<p>As a downtime move, you can craft a Minor Health Stimpack. nanite payload delivers fast onset effects</p>",Tier 1,{}
Neo Dual Flask,neo-dual-flask,This flask can hold two different liquids. You can swap between them by flipping a small switch on the flask’s side. black-market tech favored by runners and fixers,Tier 1,{}
Opti Companion Case,opti-companion-case,"This case can fit a small animal companion. While the companion is inside, the animal and case are immune to all damage and harmful effects. black-market tech favored by runners and fixers",Tier 1,{}
Quantum Piper Whistle Injector,quantum-piper-whistle-injector,"This handcrafted whistle has a distinctive sound. When you blow this whistle, its piercing tone can be heard within a 1-mile radius. black-market tech favored by runners and fixers",Tier 1,{}
Synth Manacles Spike,synth-manacles-spike,This pair of locking cuffs comes with a key. black-market tech favored by runners and fixers,Tier 1,{}
Synth Premium Bedroll Key,synth-premium-bedroll-key,"During downtime, you automatically clear a Stress. black-market tech favored by runners and fixers",Tier 1,"{'Xe0zhVbSzZLgX1nC': {'type': 'healing', '_id': 'Xe0zhVbSzZLgX1nC', 'systemPath': 'actions', 'description': '', 'chatDisplay': True, 'actionType': 'action', 'cost': [], 'uses': {'value': None, 'max': None, 'recovery': None, 'consumeOnSuccess': False}, 'target': {'type': 'any', 'amount': None}, 'effects': [], 'roll': {'type': None, 'trait': None, 'difficulty': None, 'bonus': None, 'advState': 'neutral', 'diceRolling': {'multiplier': 'prof', 'flatMultiplier': 1, 'dice': 'd6', 'compare': 'above', 'treshold': 1}, 'useDefault': False}, 'name': 'Take a nap', 'img': 'icons/sundries/survival/bedroll-blue-red.webp', 'range': '', 'damage': {'parts': [], 'includeBase': False}}}"
Synth Utility Belt,synth-utility-belt,"Once per session, you can spend 5 Hope to lead a Tag Team Roll with three PCs instead of two. blends with urban spectra and sensor noise",Tier 1,"{'SuaYNEUO9U9TIZWb': {'type': 'effect', '_id': 'SuaYNEUO9U9TIZWb', 'systemPath': 'actions', 'description': '', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'scalable': False, 'key': 'hope', 'value': 5, 'keyIsID': False, 'step': None, 'consumeOnSuccess': False}], 'uses': {'value': None, 'max': '1', 'recovery': 'session', 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Use', 'img': 'icons/equipment/waist/belt-buckle-ornate-steel.webp', 'range': ''}}"
Zero Piercing Arrows Patch,zero-piercing-arrows-patch,"Three times per rest when you succeed on an attack with one of these arrows, you can add your Proficiency to the damage roll. black-market tech favored by runners and fixers",Tier 1,"{'DW5AqEM0F8XaUqpn': {'type': 'effect', '_id': 'DW5AqEM0F8XaUqpn', 'systemPath': 'actions', 'description': '', 'chatDisplay': True, 'actionType': 'action', 'cost': [], 'uses': {'value': None, 'max': '3', 'recovery': 'shortRest', 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'self', 'amount': None}, 'name': 'Use', 'img': 'icons/weapons/ammunition/arrow-broadhead-glowing-orange.webp', 'range': ''}}"
Arc Empty Chest Module,arc-empty-chest-module,"This magical chest appears empty. When you speak a specific trigger word or action and open the chest, you can see the items stored within it. black-market tech favored by runners and fixers",Tier 2,{}
Arc Greatstone Relay,arc-greatstone-relay,"You can attach this stone to a weapon that doesn’t already have a feature. The weapon gains the following feature. ***Powerful:*** On a successful attack, roll an additional damage die and discard the lowest result. stores resonance data and telemetry snapshot",Tier 2,{}
Arc Intrusion Key,arc-intrusion-key,"When you use this key to open a locked door, you gain advantage on the Finesse Roll. black-market tech favored by runners and fixers",Tier 2,"{'lV6W9M1CX6N8jSpt': {'type': 'attack', '_id': 'lV6W9M1CX6N8jSpt', 'systemPath': 'actions', 'description': '', 'chatDisplay': True, 'actionType': 'action', 'cost': [], 'uses': {'value': None, 'max': None, 'recovery': None, 'consumeOnSuccess': False}, 'damage': {'parts': [], 'includeBase': False}, 'target': {'type': 'any', 'amount': None}, 'effects': [], 'roll': {'type': 'trait', 'trait': 'finesse', 'difficulty': None, 'bonus': None, 'advState': 'advantage', 'diceRolling': {'multiplier': 'prof', 'flatMultiplier': 1, 'dice': 'd6', 'compare': 'above', 'treshold': 1}, 'useDefault': False}, 'save': {'trait': None, 'difficulty': None, 'damageMod': 'none'}, 'name': 'Use Key', 'img': 'icons/sundries/misc/key-ornate-iron-black.webp', 'range': ''}}"
Arc Memory Stone,arc-memory-stone,Activate this pebble-sized stone to memorize the appearance of someone you can see. Spend a Hope to magically recreate this guise on yourself as an illusion. stores resonance data and telemetry snapshots,Tier 2,"{'ATQgH12mufTOQLKs': {'type': 'effect', '_id': 'ATQgH12mufTOQLKs', 'systemPath': 'actions', 'description': '', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'keyIsID': False, 'key': 'hope', 'value': 1, 'scalable': False, 'step': None, 'consumeOnSuccess': False}], 'uses': {'value': None, 'max': None, 'recovery': None, 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Create Illusion', 'img': 'icons/commodities/treasure/token-engraved-purple-glowing.webp', 'range': ''}}"
Arc Resonance Powder Generator,arc-resonance-powder-generator,"<p>As a downtime move, you can craft Arc Resonance Powder. black-market tech favored by runners and fixers</p>",Tier 2,{}
Arc Stride Relic Shard,arc-stride-relic-shard,You gain a +1 bonus to your Agility. You can only carry one relic. black-market tech favored by runners and fixers,Tier 2,{}
Chrome Flickerfly Pendant Driver,chrome-flickerfly-pendant-driver,"While you carry this pendant, your weapons with a Melee range that deal physical damage have a gossamer sheen and can attack targets within Very Close range. black-market tech favored by runners and fixers",Tier 2,{}
Cipher Luck Patch,cipher-luck-patch,You gain a +1 bonus to your Presence. You can only carry one relic. cryptographic sigils route through subdermal coils,Tier 2,{}
Cipher Shard Of Node,cipher-shard-of-node,"Once per long rest, you can spend 2 Hope to recall a domain card from your vault instead of paying its Recall Cost. black-market tech favored by runners and fixers",Tier 2,"{'YNRybKQC51muVHYH': {'type': 'effect', '_id': 'YNRybKQC51muVHYH', 'systemPath': 'actions', 'description': '', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'scalable': False, 'key': 'hope', 'value': 2, 'keyIsID': False, 'step': None, 'consumeOnSuccess': False}], 'uses': {'value': None, 'max': '1', 'recovery': 'longRest', 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Use', 'img': 'icons/commodities/gems/gem-rough-navette-purple-pink.webp', 'range': ''}}"
Focusing Brain Implant,focusing-brain-implant,You gain a +1 bonus to an Experience of your choice. You can only carry one relic. black-market tech favored by runners and fixers,Tier 2,{}
Ghost Attune Relic Mask,ghost-attune-relic-mask,You gain a +1 bonus to your Instinct. You can only carry one relic. black-market tech favored by runners and fixers,Tier 2,{}
Ghost Control Relic Injector,ghost-control-relic-injector,You gain a +1 bonus to your Finesse. You can only carry one relic. black-market tech favored by runners and fixers,Tier 2,{}
Ghost Ghostweave Cloak,ghost-ghostweave-cloak,"A creature with a Spellcast trait wearing this cloak can adjust its color, texture, and size at will. blends with urban spectra and sensor noise",Tier 2,{}
Grid Arcane Prism Lens,grid-arcane-prism-lens,"<p>Position this prism in a location of your choosing and activate it. All allies within Close range of it gain a +1 bonus to their Spellcast Rolls. While activated, the prism can’t be moved. Once the prism is deactivated, it can’t be activated again until your next long rest</p>",Tier 2,"{'QgBDJh0laEvOB94w': {'type': 'effect', '_id': 'QgBDJh0laEvOB94w', 'systemPath': 'actions', 'description': '', 'chatDisplay': True, 'actionType': 'action', 'cost': [], 'uses': {'value': None, 'max': '1', 'recovery': 'longRest', 'consumeOnSuccess': False}, 'effects': [{'_id': 'Ee3Z0PnyERiNFgjU', 'onSave': False}], 'target': {'type': 'friendly', 'amount': None}, 'name': 'Activate', 'img': 'icons/commodities/gems/gem-faceted-trillion-blue.webp', 'range': 'close'}}"
Grid Vial Of Driver,grid-vial-of-driver,"<p>As a downtime move, you can mark a Stress to craft Reactive Evasion Smoke. nanite payload delivers fast onset effects</p>",Tier 2,{}
Lakestrider Boots,lakestrider-boots,<p>You can walk on the surface of water as if it were soft ground.</p>,Tier 2,{}
Nano Cache Pack,nano-cache-pack,"You can convince this small bag of sand to be much heavier or lighter with a successful Presence Roll (10). Additionally, on a successful Finesse Roll (10), you can blow a bit of sand into a target’s face to make them temporarily **Vulnerable**. black-market t",Tier 2,"{'vPXp3uifPTpZxcvt': {'type': 'attack', '_id': 'vPXp3uifPTpZxcvt', 'systemPath': 'actions', 'description': '', 'chatDisplay': True, 'actionType': 'action', 'cost': [], 'uses': {'value': None, 'max': '', 'recovery': None, 'consumeOnSuccess': False}, 'damage': {'parts': [], 'includeBase': False}, 'target': {'type': 'any', 'amount': None}, 'effects': [{'_id': 'Ouq3xWzj5rf6olVs', 'onSave': False}], 'roll': {'type': 'trait', 'trait': 'finesse', 'difficulty': 10, 'bonus': None, 'advState': 'neutral', 'diceRolling': {'multiplier': 'prof', 'flatMultiplier': 1, 'dice': 'd6', 'compare': None, 'treshold': None}, 'useDefault': False}, 'save': {'trait': None, 'difficulty': None, 'damageMod': 'none'}, 'name': 'Blow Sand', 'img': 'icons/containers/bags/pouch-cloth-tan.webp', 'range': ''}}"
Nano Lorekeeper Patch,nano-lorekeeper-patch,You can store the name and details of up to three hostile creatures inside this book. You gain a +1 bonus to action rolls against those creatures. black-market tech favored by runners and fixers,Tier 2,{}
Nano Woven Net Module,nano-woven-net-module,You can make a Finesse Roll using this net to trap a small creature. A trapped target can break free with a successful Attack Roll (16). black-market tech favored by runners and fixers,Tier 2,"{'yv0l43uUDB2gWFd1': {'type': 'attack', '_id': 'yv0l43uUDB2gWFd1', 'systemPath': 'actions', 'description': '', 'chatDisplay': True, 'actionType': 'action', 'cost': [], 'uses': {'value': None, 'max': None, 'recovery': None, 'consumeOnSuccess': False}, 'damage': {'parts': [], 'includeBase': False}, 'target': {'type': 'any', 'amount': None}, 'effects': [{'_id': 'nY2UFMPZdoSUr6Ps', 'onSave': False}], 'roll': {'type': 'trait', 'trait': 'finesse', 'difficulty': None, 'bonus': None, 'advState': 'neutral', 'diceRolling': {'multiplier': 'prof', 'flatMultiplier': 1, 'dice': 'd6', 'compare': 'above', 'treshold': 1}, 'useDefault': False}, 'save': {'trait': None, 'difficulty': None, 'damageMod': 'none'}, 'name': 'Throw', 'img': 'icons/tools/fishing/net-tan.webp', 'range': ''}}"
Neuro-muscular Telemetry - Agility,neuro-muscular-telemetry-agility,"You can attach this gem to a weapon, allowing you to use your Agility when making an attack with that weapon. stores resonance data and telemetry snapshots",Tier 2,{}
Neuro-muscular Telemetry - Finesse,neuro-muscular-telemetry-finesse,"You can attach this gem to a weapon, allowing you to use your Finesse when making an attack with that weapon. stores resonance data and telemetry snapshots",Tier 2,{}
Neuro-muscular Telemetry - Instinct,neuro-muscular-telemetry-instinct,"You can attach this gem to a weapon, allowing you to use your Instinct when making an attack with that weapon. stores resonance data and telemetry snapshots",Tier 2,{}
Neuro-muscular Telemetry - Knowledge,neuro-muscular-telemetry-knowledge,"You can attach this gem to a weapon, allowing you to use your Knowledge when making an attack with that weapon. stores resonance data and telemetry snapshots",Tier 2,{}
Neuro-muscular Telemetry - Prescence,neuro-muscular-telemetry-prescence,"You can attach this gem to a weapon, allowing you to use your Presence when making an attack with that weapon. stores resonance data and telemetry snapshots",Tier 2,{}
Neuro-muscular Telemetry - Strength,neuro-muscular-telemetry-strength,"You can attach this gem to a weapon, allowing you to use your Strength when making an attack with that weapon. stores resonance data and telemetry snapshots",Tier 2,{}
Opti Bloodstone,opti-bloodstone,"You can attach this stone to a weapon that doesn’t already have a feature. The weapon gains the following feature. ***Brutal:*** When you roll the maximum value on a damage die, roll an additional damage die. stores resonance data and telemetry snapshots",Tier 2,{}
Quantum Charging Quiver Module,quantum-charging-quiver-module,"When you succeed on an attack with an arrow stored in this quiver, gain a bonus to the damage roll equal to your current tier. black-market tech favored by runners and fixers",Tier 2,{}
Reactive Nanites Pack,reactive-nanites-pack,"<p>If you have at least one Reactive Nanites Pack on you when you fall unconscious, you gain a +1 bonus to the roll you make to determine whether you gain a scar. black-market tech favored by runners and fixers</p>",Tier 2,{}
Street Paragons Chain Injector,street-paragons-chain-injector,"As a downtime move, you can meditate on an ideal or principle you hold dear and focus your will into this chain. Once per long rest, you can spend a Hope to roll a d20 as your Hope Die for rolls that directly align with that principle. black-market tech favore",Tier 2,"{'esnUuqMcvyOvI6PV': {'type': 'effect', '_id': 'esnUuqMcvyOvI6PV', 'systemPath': 'actions', 'description': '', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'keyIsID': False, 'key': 'hope', 'value': 1, 'scalable': False, 'step': None, 'consumeOnSuccess': False}], 'uses': {'value': None, 'max': '1', 'recovery': 'longRest', 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Use', 'img': 'icons/equipment/neck/choker-chain-thin-gold.webp', 'range': ''}}"
Zero Quantum Amulet,zero-quantum-amulet,"Once per long rest, you can activate this amulet to become **Hidden** until you move. While **Hidden** in this way, you remain unseen even if an adversary moves to where they would normally see you. cryptographic sigils route through subdermal coils",Tier 2,"{'vitnEzfU3gCzsRem': {'type': 'effect', '_id': 'vitnEzfU3gCzsRem', 'systemPath': 'actions', 'description': '', 'chatDisplay': True, 'actionType': 'action', 'cost': [], 'uses': {'value': None, 'max': '1', 'recovery': 'longRest', 'consumeOnSuccess': False}, 'effects': [{'_id': 'YBkYjxU0Vn5JEsMK', 'onSave': False}], 'target': {'type': 'self', 'amount': None}, 'name': 'Activate', 'img': 'icons/equipment/neck/pendant-rough-silver-purple.webp', 'range': ''}}"
Chrome Haptics,chrome-haptics,You can climb up vertical surfaces and across ceilings. blends with urban spectra and sensor noise,Tier 3,{}
Electro-magnetic Flux Rod,electro-magnetic-flux-rod,"This flat rod is inscribed with runes. When you activate the rod, it is immediately suspended in place. Until the rod is deactivated, it can’t move, doesn’t abide by the rules of gravity, and remains in place. black-market tech favored by runners and fixers",Tier 3,{}
Flux Bolster Relic Relay,flux-bolster-relic-relay,You gain a +1 bonus to your Strength. You can only carry one relic. black-market tech favored by runners and fixers,Tier 3,{}
Ghost Clay Companion Relay,ghost-clay-companion-relay,"When you sculpt this ball of clay into a clay animal companion, it behaves as that animal. For example, a clay spider can spin clay webs, while a clay bird can fly. The clay companion retains memory and identity across different shapes, but they can adopt new",Tier 3,{}
Localized Dampening Field Ring,localized-dampening-field-ring,Spend a Hope to activate this ring. Your footsteps are silent until your next rest. cryptographic sigils route through subdermal coils,Tier 3,"{'Y4mvuJ4tncrKhyjY': {'type': 'effect', '_id': 'Y4mvuJ4tncrKhyjY', 'systemPath': 'actions', 'description': '', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'keyIsID': False, 'key': 'hope', 'value': 1, 'scalable': False, 'step': None, 'consumeOnSuccess': False}], 'uses': {'value': None, 'max': '1', 'recovery': 'shortRest', 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Activate', 'img': 'icons/equipment/finger/ring-ball-purple.webp', 'range': ''}}"
Mirror Circuit Ring,mirror-circuit-ring,"Once per session, when the GM spends a Fear, you can spend 4 Hope to cancel the effects of that spent Fear. cryptographic sigils route through subdermal coils",Tier 3,"{'R92d0DSVEwmqNJhM': {'type': 'effect', '_id': 'R92d0DSVEwmqNJhM', 'systemPath': 'actions', 'description': '', 'chatDisplay': True, 'actionType': 'action', 'cost': [{'scalable': False, 'key': 'hope', 'value': 4, 'keyIsID': False, 'step': None, 'consumeOnSuccess': False}], 'uses': {'value': None, 'max': '1', 'recovery': 'session', 'consumeOnSuccess': False}, 'effects': [], 'target': {'type': 'any', 'amount': None}, 'name': 'Use', 'img': 'icons/equipment/finger/ring-faceted-gold-teal.webp', 'range': ''}}"
Quantum Cache,quantum-cache,"When you store items in this bag, they are kept in a pocket dimension that never runs out of space. You can retrieve an item at any time. black-market tech favored by runners and fixers",Tier 3,{}
Schrodinger Matter Box,schrodinger-matter-box,"Once per long rest, you can open this small box and roll a d12. On a result of 1–6, it’s empty. On a result of 7–10, it contains one random common consumable. On a result of 11–12, it contains two random common consumables. black-market tech favored by runners",Tier 3,"{'lt1iEma1OVUNZ77o': {'type': 'attack', '_id': 'lt1iEma1OVUNZ77o', 'systemPath': 'actions', 'description': '', 'chatDisplay': True, 'actionType': 'action', 'cost': [], 'uses': {'value': None, 'max': '1', 'recovery': 'longRest', 'consumeOnSuccess': False}, 'damage': {'parts': [], 'includeBase': False}, 'target': {'type': 'any', 'amount': None}, 'effects': [], 'roll': {'type': 'diceSet', 'trait': None, 'difficulty': None, 'bonus': None, 'advState': 'neutral', 'diceRolling': {'multiplier': 'flat', 'flatMultiplier': 1, 'dice': 'd12', 'compare': None, 'treshold': None}, 'useDefault': False}, 'save': {'trait': None, 'difficulty': None, 'damageMod': 'none'}, 'name': 'Open', 'img': 'icons/containers/boxes/crate-heavy-yellow.webp', 'range': ''}}"
Street Portal Seed Seal,street-portal-seed-seal,You can plant this seed in the ground to grow a portal in that spot. The portal is ready to use in 24 hours. You can use this portal to travel to any other location where you planted a portal seed. A portal can be destroyed by dealing any amount of magic damag,Tier 3,{}
Synth Enlighten Relic Patch,synth-enlighten-relic-patch,You gain a +1 bonus to your Knowledge. You can only carry one relic. black-market tech favored by runners and fixers,Tier 3,{}
